countryterritoryCode,continentExp,countriesAndTerritories,dateRep,total_cases,cases,new_cases_smoothed,total_deaths,deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,popData2019,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
UZB,Asia,Uzbekistan,2023-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63823,,,,,1843,6428,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63823,,,,,1843,6428,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63823,,,,,1843,6428,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-05-14,170631,231,215,1016,0,0,4928,7,6,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,63823,,,,,1843,6428,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63823,,,,,1843,6428,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63823,,,,,1843,6428,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63823,,,,,1843,6428,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63823,,,,,1843,6428,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63823,,,,,1843,6428,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63823,,,,,1843,6428,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-05-21,170891,260,217,1016,0,0,4935,8,6,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,63823,,,,,1843,6428,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63823,,,,,1843,6428,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63823,,,,,1843,6428,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63823,,,,,1843,6428,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63823,,,,,1843,6428,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63823,,,,,1843,6428,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63823,,,,,1843,6428,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
UZB,Asia,Uzbekistan,2023-05-28,170891,0,186,1016,0,0,4935,0,5,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,63823,,,,,1843,6428,0,,76,28,4,3,6253,,724,8,1,25,,4,72,1,34627648,,,,
